report_id,timestamp,site,site_type,area,latitude,longitude,shift,worker_id,role,hazard_type,severity,ppe_compliant,near_miss,injury,resolved,time_to_close_hours,risk_score,equipment_id,temperature_c,visibility_m
RPT10284,2025-06-21 16:30:51.452014,North Ridge Mine,underground,Maintenance Bay,50.117297,-114.014631,Day,WKR9668,Maintenance,Slip/Trip,3,False,0,0,True,8.17,81,,32.5,-6.7
RPT10285,2025-08-05 17:40:51.452014,Lakeview Shaft,underground,Conveyor,49.840263,-115.12919,Night,WKR3312,Supervisor,Electrical,1,True,1,0,True,9.44,25,EQ831,32.0,8.0
RPT10286,2025-08-07 06:34:51.452014,Lakeview Shaft,underground,Loading Bay,49.839868,-115.125294,Night,WKR8262,Operator,Electrical,3,True,0,0,False,,60,EQ636,28.9,3.3
RPT10287,2025-08-16 01:40:51.452014,Surface Operations,surface,Shaft 1,50.057466,-114.287607,Day,WKR2433,Supervisor,Visibility,1,True,0,0,True,3.41,41,,21.0,55.5
RPT10288,2025-06-22 20:01:51.452014,North Ridge Mine,underground,Maintenance Bay,50.133911,-114.036949,Day,WKR5896,Engineer,Electrical,1,True,0,0,False,,27,EQ308,31.7,3.6
RPT10289,2025-08-19 05:57:51.452014,Mill Complex,processing,Shaft 2,50.196988,-114.198794,Day,WKR3937,Logistics,Ergonomics,3,True,0,0,True,8.88,82,,18.2,47.2
RPT10290,2025-10-13 03:37:51.452014,Lakeview Shaft,underground,Maintenance Bay,49.844877,-115.127014,Night,WKR8512,Supervisor,Chemical,3,True,0,0,True,45.96,65,,20.2,-9.8
RPT10291,2025-08-01 22:25:51.452014,North Ridge Mine,underground,Loading Bay,50.116934,-114.006333,Night,WKR2526,Safety Officer,Slip/Trip,2,True,0,0,True,8.0,52,,29.3,-2.7
RPT10292,2025-06-08 05:40:51.452014,Surface Operations,surface,Conveyor,50.042654,-114.302428,Evening,WKR9499,Supervisor,Slip/Trip,4,True,0,0,True,20.37,60,,20.9,20.2
RPT10293,2025-05-29 08:18:51.452014,Mill Complex,processing,Shaft 2,50.207286,-114.202446,Night,WKR7553,Operator,Other,2,True,0,0,True,13.15,77,,23.9,20.6
RPT10294,2025-07-03 16:16:51.452014,Lakeview Shaft,underground,Mill Floor,49.852272,-115.120673,Day,WKR1181,Engineer,Equipment Interference,2,True,1,0,True,34.48,72,EQ902,34.4,-13.4
RPT10295,2025-06-24 21:12:51.452014,Mill Complex,processing,Loading Bay,50.197824,-114.216641,Day,WKR7357,Logistics,Slip/Trip,1,True,0,0,True,4.01,47,,24.0,56.9
RPT10296,2025-10-20 20:49:51.452014,Mill Complex,processing,Loading Bay,50.196928,-114.196659,Day,WKR3254,Processing Technician,Visibility,4,True,0,0,False,,100,,22.8,45.5
RPT10297,2025-07-08 05:02:51.452014,Mill Complex,processing,Conveyor,50.184164,-114.187715,Night,WKR6385,Logistics,Other,5,True,0,0,True,146.64,100,,27.2,41.9
RPT10298,2025-07-07 18:55:51.452014,North Ridge Mine,underground,Crusher,50.128875,-114.031629,Evening,WKR9717,Engineer,Ground Instability,5,True,0,0,True,112.54,81,,30.5,20.5
RPT10299,2025-06-11 22:16:51.452014,Lakeview Shaft,underground,Mill Floor,49.864187,-115.117215,Evening,WKR8369,Operator,Environmental,4,True,0,0,True,202.59,94,,35.3,10.6
RPT10300,2025-10-26 12:01:51.452014,Mill Complex,processing,Shaft 2,50.198315,-114.209792,Evening,WKR5371,Processing Technician,Environmental,1,True,1,0,True,3.64,43,,19.4,58.3
RPT10301,2025-10-11 16:59:51.452014,Lakeview Shaft,underground,Crusher,49.856672,-115.130586,Day,WKR5789,Engineer,Other,2,True,1,0,False,,49,,20.8,13.7
RPT10302,2025-06-26 07:42:51.452014,Lakeview Shaft,underground,Shaft 1,49.834809,-115.114786,Evening,WKR6446,Operator,Visibility,3,True,0,0,True,12.96,77,,22.3,21.4
RPT10303,2025-11-10 16:47:51.452014,Surface Operations,surface,Crusher,50.043436,-114.288464,Day,WKR8440,Operator,Ground Instability,1,True,0,0,True,3.02,32,,21.1,42.3
RPT10304,2025-07-30 16:47:51.452014,Surface Operations,surface,Conveyor,50.065635,-114.314593,Day,WKR3919,Supervisor,Ergonomics,3,True,0,0,True,38.51,42,,13.9,54.6
RPT10305,2025-10-03 00:19:51.452014,North Ridge Mine,underground,Maintenance Bay,50.111618,-114.027546,Night,WKR7329,Safety Officer,Slip/Trip,1,True,0,0,False,,35,,21.1,29.4
RPT10306,2025-10-08 06:09:51.452014,Surface Operations,surface,Shaft 2,50.052389,-114.293891,Night,WKR5462,Safety Officer,Ergonomics,2,True,0,0,True,5.84,62,,25.2,19.6
RPT10307,2025-06-03 13:32:51.452014,Lakeview Shaft,underground,Conveyor,49.846369,-115.114445,Night,WKR3351,Maintenance,Ergonomics,1,True,1,0,True,5.94,28,,34.2,21.5
RPT10308,2025-09-27 20:08:51.452014,Lakeview Shaft,underground,Crusher,49.852052,-115.133081,Evening,WKR9883,Operator,Ground Instability,2,True,0,0,False,,63,,32.2,22.4
RPT10309,2025-08-10 23:04:51.452014,Surface Operations,surface,Shaft 2,50.050911,-114.28516,Night,WKR1218,Logistics,Environmental,3,True,0,0,True,30.43,75,,22.1,56.4
RPT10310,2025-06-28 12:45:51.452014,Mill Complex,processing,Shaft 2,50.197996,-114.208533,Evening,WKR6063,Supervisor,Environmental,3,True,0,0,False,,83,,20.9,54.5
RPT10311,2025-07-30 14:42:51.452014,Surface Operations,surface,Shaft 2,50.030288,-114.320948,Night,WKR1742,Maintenance,Equipment Interference,2,True,1,0,False,,74,EQ339,18.6,59.1
RPT10312,2025-06-13 02:44:51.452014,Mill Complex,processing,Shaft 1,50.198441,-114.197891,Night,WKR8923,Operator,Electrical,4,True,0,0,False,,79,EQ156,17.9,40.2
RPT10313,2025-07-27 04:21:51.452014,North Ridge Mine,underground,Maintenance Bay,50.114264,-114.009002,Night,WKR4563,Operator,Ergonomics,1,True,0,0,True,5.28,40,,30.0,-10.6
RPT10314,2025-08-21 09:22:51.452014,Surface Operations,surface,Crusher,50.059534,-114.305375,Day,WKR5239,Processing Technician,Chemical,1,True,0,0,False,,27,,18.3,65.3
RPT10315,2025-07-02 07:06:51.452014,Surface Operations,surface,Crusher,50.057365,-114.299849,Day,WKR5130,Operator,Equipment Interference,3,False,0,0,True,16.97,75,EQ761,16.6,58.8
RPT10316,2025-11-20 10:47:51.452014,Mill Complex,processing,Loading Bay,50.201956,-114.19075,Night,WKR4524,Logistics,Chemical,1,True,0,0,True,7.37,58,,18.8,63.5
RPT10317,2025-11-06 07:24:51.452014,North Ridge Mine,underground,Crusher,50.123362,-114.000962,Evening,WKR7479,Safety Officer,Other,1,True,0,0,True,2.27,62,,33.1,2.8
RPT10318,2025-09-04 19:56:51.452014,Lakeview Shaft,underground,Surface Pit,49.837533,-115.121807,Day,WKR2086,Logistics,Environmental,1,False,0,0,True,4.52,72,,36.1,11.5
RPT10319,2025-07-09 15:16:51.452014,Mill Complex,processing,Shaft 1,50.202427,-114.176837,Evening,WKR9408,Maintenance,Ground Instability,1,True,0,0,True,10.62,28,,19.1,37.8
RPT10320,2025-11-06 04:22:51.452014,Mill Complex,processing,Shaft 1,50.196584,-114.205275,Day,WKR4250,Logistics,Ergonomics,2,True,0,0,True,5.89,42,,17.9,55.8
RPT10321,2025-08-16 06:34:51.452014,Mill Complex,processing,Conveyor,50.198175,-114.21235,Evening,WKR1430,Engineer,Electrical,1,True,0,0,True,13.17,59,EQ442,25.3,47.0
RPT10322,2025-10-07 03:38:51.452014,Mill Complex,processing,Conveyor,50.196658,-114.184003,Night,WKR8854,Maintenance,Visibility,1,True,1,0,True,7.4,50,,26.6,63.7
RPT10323,2025-09-06 08:38:51.452014,Mill Complex,processing,Surface Pit,50.200229,-114.200984,Night,WKR3390,Engineer,Electrical,1,False,0,0,True,4.06,48,EQ938,22.4,62.9
RPT10324,2025-07-03 05:04:51.452014,North Ridge Mine,underground,Shaft 2,50.124428,-114.003518,Day,WKR8153,Logistics,Other,3,True,0,0,False,,67,,22.8,29.3
RPT10325,2025-09-12 16:18:51.452014,North Ridge Mine,underground,Crusher,50.106687,-114.016197,Day,WKR3540,Geologist,Other,4,True,0,0,False,,88,,21.4,38.5
RPT10326,2025-11-14 01:54:51.452014,North Ridge Mine,underground,Mill Floor,50.110655,-114.034229,Day,WKR9145,Maintenance,Chemical,1,True,0,0,True,3.9,40,,29.1,32.1
RPT10327,2025-10-14 03:53:51.452014,Lakeview Shaft,underground,Conveyor,49.854959,-115.129408,Day,WKR6084,Operator,Electrical,2,False,0,0,True,5.17,77,EQ206,30.0,-10.6
RPT10328,2025-10-01 18:35:51.452014,Surface Operations,surface,Mill Floor,50.043936,-114.308812,Day,WKR2341,Maintenance,Visibility,4,True,0,0,False,,56,,18.5,34.2
RPT10329,2025-06-26 04:53:51.452014,Mill Complex,processing,Mill Floor,50.197176,-114.208491,Day,WKR5509,Processing Technician,Equipment Interference,3,False,0,0,True,16.98,75,EQ278,19.1,37.2
RPT10330,2025-09-16 18:22:51.452014,North Ridge Mine,underground,Crusher,50.104027,-114.016565,Night,WKR9257,Geologist,Chemical,2,True,1,0,False,,41,,30.9,4.8
RPT10331,2025-08-17 12:21:51.452014,Surface Operations,surface,Surface Pit,50.026767,-114.319313,Day,WKR1649,Supervisor,Ground Instability,1,True,1,0,True,6.15,54,,19.6,49.8
RPT10332,2025-06-23 12:01:51.452014,Lakeview Shaft,underground,Conveyor,49.846,-115.122282,Day,WKR6730,Supervisor,Ground Instability,1,True,0,0,True,7.9,36,,22.7,17.9
RPT10333,2025-11-02 15:16:51.452014,North Ridge Mine,underground,Shaft 1,50.127862,-114.032089,Night,WKR5442,Operator,Environmental,1,False,0,0,True,1.73,62,,25.7,-17.6
RPT10334,2025-08-23 17:38:51.452014,North Ridge Mine,underground,Shaft 2,50.130492,-114.047045,Evening,WKR6376,Logistics,Other,1,True,1,0,True,7.78,24,,29.0,3.5
RPT10335,2025-10-03 08:40:51.452014,North Ridge Mine,underground,Shaft 1,50.131721,-114.02925,Night,WKR4644,Safety Officer,Equipment Interference,4,False,0,1,True,28.73,91,EQ697,29.0,17.8
RPT10336,2025-11-13 17:48:51.452014,Lakeview Shaft,underground,Surface Pit,49.840818,-115.112223,Day,WKR3959,Operator,Other,2,True,0,0,True,5.69,63,,32.3,8.4
RPT10337,2025-11-22 03:32:51.452014,Mill Complex,processing,Maintenance Bay,50.192217,-114.210862,Evening,WKR1947,Safety Officer,Equipment Interference,3,False,0,0,True,52.43,73,EQ721,12.8,47.3
RPT10338,2025-11-06 02:38:51.452014,Mill Complex,processing,Shaft 2,50.19323,-114.205724,Day,WKR6323,Operator,Slip/Trip,1,False,0,0,True,6.06,41,,14.8,73.5
RPT10339,2025-07-09 09:36:51.452014,North Ridge Mine,underground,Shaft 1,50.109082,-114.016173,Day,WKR6225,Operator,Ergonomics,1,True,1,0,True,1.96,30,,28.1,20.6
RPT10340,2025-09-05 15:55:51.452014,Surface Operations,surface,Conveyor,50.07128,-114.289462,Day,WKR3061,Safety Officer,Other,2,True,1,0,True,12.91,60,,19.8,70.9
RPT10341,2025-10-22 19:21:51.452014,Lakeview Shaft,underground,Conveyor,49.841929,-115.122094,Night,WKR7494,Safety Officer,Slip/Trip,1,False,0,0,True,4.72,51,,32.6,27.7
RPT10342,2025-11-02 08:47:51.452014,North Ridge Mine,underground,Surface Pit,50.122578,-114.018863,Day,WKR1171,Processing Technician,Slip/Trip,2,True,0,0,True,6.04,63,,36.3,19.8
RPT10343,2025-09-23 16:49:51.452014,Lakeview Shaft,underground,Crusher,49.863083,-115.123513,Evening,WKR8411,Operator,Ergonomics,2,True,0,0,True,17.08,58,,32.6,14.4
RPT10344,2025-09-14 04:30:51.452014,Surface Operations,surface,Conveyor,50.053815,-114.292791,Night,WKR2691,Geologist,Electrical,1,True,1,0,True,5.81,65,EQ537,24.9,42.6
RPT10345,2025-07-11 18:50:51.452014,Mill Complex,processing,Loading Bay,50.203799,-114.199519,Night,WKR8607,Supervisor,Slip/Trip,1,True,0,0,True,3.34,25,,23.1,8.4
RPT10346,2025-08-24 17:45:51.452014,Surface Operations,surface,Shaft 2,50.057918,-114.287557,Day,WKR5040,Processing Technician,Slip/Trip,1,True,1,0,True,2.93,28,,29.3,49.2
RPT10347,2025-11-09 04:21:51.452014,Lakeview Shaft,underground,Surface Pit,49.837968,-115.12321,Night,WKR7715,Operator,Slip/Trip,1,True,0,0,True,5.69,58,,28.4,4.4
RPT10348,2025-07-24 03:57:51.452014,Lakeview Shaft,underground,Shaft 1,49.866957,-115.119995,Night,WKR3677,Geologist,Visibility,2,True,0,0,True,6.01,35,,32.8,39.2
RPT10349,2025-08-07 03:54:51.452014,Lakeview Shaft,underground,Mill Floor,49.860356,-115.15582,Night,WKR2152,Operator,Equipment Interference,3,True,0,0,True,14.46,55,EQ211,31.0,-4.5
RPT10350,2025-06-25 07:13:51.452014,Surface Operations,surface,Maintenance Bay,50.037605,-114.303539,Day,WKR9469,Operator,Other,2,True,0,0,True,6.69,74,,24.3,81.7
RPT10351,2025-09-01 13:59:51.452014,Mill Complex,processing,Maintenance Bay,50.18673,-114.201838,Day,WKR1665,Maintenance,Slip/Trip,4,True,0,1,True,66.02,81,,23.4,75.3
RPT10352,2025-09-04 09:56:51.452014,Mill Complex,processing,Mill Floor,50.207291,-114.19481,Day,WKR2394,Logistics,Visibility,2,True,0,0,True,32.31,62,,27.9,71.1
RPT10353,2025-10-17 11:50:51.452014,Mill Complex,processing,Shaft 1,50.198836,-114.203519,Day,WKR1074,Supervisor,Chemical,4,True,0,0,True,39.27,74,,26.2,45.9
RPT10354,2025-10-31 11:53:51.452014,North Ridge Mine,underground,Surface Pit,50.124134,-114.020465,Day,WKR9782,Engineer,Ground Instability,4,True,0,0,True,19.57,79,,31.8,11.4
RPT10355,2025-10-27 10:52:51.452014,Lakeview Shaft,underground,Shaft 1,49.847488,-115.116966,Night,WKR6322,Operator,Environmental,4,True,0,0,True,20.99,100,,30.5,35.2
RPT10356,2025-11-23 07:20:51.452014,Mill Complex,processing,Shaft 2,50.20583,-114.192955,Day,WKR1083,Operator,Other,3,True,0,0,True,21.97,83,,23.4,69.5
RPT10357,2025-07-17 07:12:51.452014,Lakeview Shaft,underground,Surface Pit,49.847973,-115.137669,Day,WKR7959,Logistics,Electrical,1,True,0,0,True,5.31,43,EQ431,25.3,-4.2
RPT10358,2025-10-01 17:04:51.452014,Mill Complex,processing,Loading Bay,50.201345,-114.208993,Day,WKR2208,Operator,Other,1,True,0,0,True,3.48,36,,10.5,43.2
RPT10359,2025-07-17 12:33:51.452014,North Ridge Mine,underground,Surface Pit,50.10049,-114.020262,Day,WKR8199,Safety Officer,Chemical,3,True,0,0,True,23.22,72,,34.2,26.6
RPT10360,2025-10-04 03:18:51.452014,Lakeview Shaft,underground,Crusher,49.851257,-115.123918,Day,WKR1487,Maintenance,Environmental,2,True,1,0,True,5.62,76,,25.5,-4.8
RPT10361,2025-08-08 18:59:51.452014,Mill Complex,processing,Surface Pit,50.197896,-114.199833,Evening,WKR4321,Maintenance,Visibility,2,True,0,0,True,14.22,59,,16.5,85.3
RPT10362,2025-10-22 21:16:51.452014,Mill Complex,processing,Crusher,50.208334,-114.204217,Day,WKR2691,Processing Technician,Visibility,4,True,0,0,True,54.6,81,,18.6,65.7
RPT10363,2025-08-10 12:45:51.452014,Surface Operations,surface,Maintenance Bay,50.041414,-114.299427,Day,WKR2144,Maintenance,Equipment Interference,2,True,1,0,True,11.83,64,EQ840,16.0,83.4
RPT10364,2025-07-11 11:48:51.452014,North Ridge Mine,underground,Mill Floor,50.128486,-114.017902,Night,WKR4369,Geologist,Environmental,1,True,0,0,False,,45,,29.1,9.9
RPT10365,2025-07-03 06:10:51.452014,Surface Operations,surface,Shaft 2,50.045135,-114.313,Night,WKR7195,Safety Officer,Visibility,3,True,0,0,True,30.13,74,,25.4,47.0
RPT10366,2025-07-26 08:04:51.452014,North Ridge Mine,underground,Shaft 1,50.112638,-114.019909,Night,WKR1353,Processing Technician,Environmental,2,True,0,0,True,5.74,59,,26.2,9.6
RPT10367,2025-07-24 04:39:51.452014,Mill Complex,processing,Mill Floor,50.20007,-114.193394,Day,WKR9282,Safety Officer,Ergonomics,1,True,0,0,True,3.69,47,,26.0,44.2
RPT10368,2025-08-14 11:55:51.452014,Mill Complex,processing,Crusher,50.201321,-114.220488,Day,WKR7337,Operator,Chemical,3,True,0,0,True,63.31,69,,26.5,41.9
RPT10369,2025-08-01 03:22:51.452014,Mill Complex,processing,Mill Floor,50.202658,-114.198974,Day,WKR2759,Maintenance,Visibility,1,True,0,0,True,2.93,29,,14.4,74.1
RPT10370,2025-10-21 04:33:51.452014,Surface Operations,surface,Surface Pit,50.035733,-114.285992,Evening,WKR3405,Safety Officer,Slip/Trip,3,True,0,0,True,26.87,73,,22.5,79.7
RPT10371,2025-08-21 00:40:51.452014,North Ridge Mine,underground,Crusher,50.101515,-114.015834,Evening,WKR1431,Safety Officer,Visibility,4,True,0,0,False,,90,,28.9,8.5
RPT10372,2025-07-30 10:46:51.452014,North Ridge Mine,underground,Loading Bay,50.106464,-114.029048,Day,WKR9774,Operator,Slip/Trip,2,True,0,0,False,,57,,30.4,21.8
RPT10373,2025-06-15 15:49:51.452014,North Ridge Mine,underground,Loading Bay,50.113595,-114.013282,Day,WKR2391,Safety Officer,Electrical,3,True,0,0,False,,74,EQ244,26.3,15.5
RPT10374,2025-10-26 09:13:51.452014,Mill Complex,processing,Surface Pit,50.19583,-114.208632,Night,WKR8059,Processing Technician,Chemical,4,True,0,0,True,85.82,83,,20.9,24.2
RPT10375,2025-06-21 22:28:51.452014,Lakeview Shaft,underground,Maintenance Bay,49.831998,-115.111978,Day,WKR3259,Maintenance,Electrical,3,True,0,0,True,53.28,62,EQ750,31.0,-2.0
RPT10376,2025-09-15 02:08:51.452014,Lakeview Shaft,underground,Crusher,49.853449,-115.129052,Day,WKR7349,Processing Technician,Slip/Trip,1,True,0,0,True,7.11,35,,29.6,27.7
RPT10377,2025-10-05 15:25:51.452014,North Ridge Mine,underground,Crusher,50.12991,-113.998382,Day,WKR5564,Processing Technician,Visibility,4,True,0,0,True,38.49,68,,34.3,6.6
RPT10378,2025-06-12 08:56:51.452014,Surface Operations,surface,Loading Bay,50.026645,-114.307204,Day,WKR3107,Operator,Electrical,1,True,1,0,False,,33,EQ250,24.9,15.1
RPT10379,2025-06-16 07:28:51.452014,Surface Operations,surface,Conveyor,50.044662,-114.293917,Day,WKR3472,Processing Technician,Environmental,1,True,0,0,False,,51,,23.8,47.0
RPT10380,2025-07-27 10:18:51.452014,Mill Complex,processing,Crusher,50.187759,-114.164388,Evening,WKR2452,Engineer,Equipment Interference,2,True,1,0,True,18.05,73,EQ129,23.5,35.4
RPT10381,2025-10-12 08:46:51.452014,Mill Complex,processing,Maintenance Bay,50.212428,-114.198093,Night,WKR3927,Engineer,Fire/Explosion,2,True,1,0,False,,57,EQ458,17.6,32.2
RPT10382,2025-10-11 08:57:51.452014,Surface Operations,surface,Shaft 1,50.04965,-114.297211,Day,WKR2915,Operator,Environmental,5,True,0,0,True,209.58,100,,26.1,66.2
RPT10383,2025-07-03 12:50:51.452014,Mill Complex,processing,Shaft 2,50.197608,-114.195675,Evening,WKR2136,Maintenance,Electrical,1,True,0,0,True,3.52,25,EQ435,22.4,30.1
RPT10384,2025-11-02 17:07:51.452014,North Ridge Mine,underground,Surface Pit,50.111493,-114.030204,Evening,WKR9126,Operator,Electrical,3,True,0,0,True,24.46,93,EQ673,32.5,28.8
RPT10385,2025-09-10 12:46:51.452014,Mill Complex,processing,Conveyor,50.181671,-114.185748,Day,WKR2629,Supervisor,Other,1,True,0,0,True,0.76,42,,18.2,61.5
RPT10386,2025-07-12 08:57:51.452014,Mill Complex,processing,Shaft 1,50.187243,-114.204267,Day,WKR2974,Engineer,Slip/Trip,3,True,0,0,True,70.57,50,,24.9,43.0
RPT10387,2025-11-10 11:38:51.452014,North Ridge Mine,underground,Surface Pit,50.126282,-114.013186,Day,WKR7066,Processing Technician,Equipment Interference,1,True,0,0,True,3.07,40,EQ136,30.0,5.9
RPT10388,2025-06-10 17:56:51.452014,Lakeview Shaft,underground,Crusher,49.828767,-115.107524,Day,WKR6662,Engineer,Environmental,2,True,0,0,True,5.61,39,,25.2,24.0
RPT10389,2025-10-17 12:16:51.452014,Mill Complex,processing,Crusher,50.204222,-114.204232,Night,WKR7817,Operator,Slip/Trip,2,False,0,0,False,,64,,20.1,44.0
RPT10390,2025-07-10 23:55:51.452014,North Ridge Mine,underground,Crusher,50.120032,-114.021638,Night,WKR8075,Safety Officer,Chemical,5,True,0,0,True,495.35,100,,28.5,32.9
RPT10391,2025-09-03 10:49:51.452014,North Ridge Mine,underground,Shaft 2,50.122206,-114.009487,Evening,WKR9307,Maintenance,Ergonomics,3,True,0,0,True,47.77,66,,28.6,15.4
RPT10392,2025-09-12 06:59:51.452014,Surface Operations,surface,Maintenance Bay,50.058922,-114.288683,Day,WKR6511,Supervisor,Ground Instability,1,False,0,0,False,,69,,18.9,56.7
RPT10393,2025-06-27 14:36:51.452014,North Ridge Mine,underground,Maintenance Bay,50.124309,-114.017735,Day,WKR9601,Processing Technician,Electrical,2,True,1,0,True,6.8,57,EQ583,31.1,18.8
RPT10394,2025-06-29 18:04:51.452014,North Ridge Mine,underground,Loading Bay,50.112314,-113.998238,Night,WKR3547,Engineer,Environmental,1,True,1,0,True,3.35,44,,23.4,-20.8
RPT10395,2025-07-07 21:11:51.452014,Lakeview Shaft,underground,Mill Floor,49.834469,-115.115004,Day,WKR1210,Engineer,Environmental,1,True,0,0,True,1.37,39,,27.9,15.6
RPT10396,2025-06-11 10:50:51.452014,Surface Operations,surface,Loading Bay,50.055119,-114.308901,Evening,WKR8238,Operator,Equipment Interference,4,True,0,0,True,31.2,79,EQ555,25.7,57.2
RPT10397,2025-10-06 09:32:51.452014,North Ridge Mine,underground,Maintenance Bay,50.134333,-114.023764,Evening,WKR7806,Maintenance,Environmental,2,False,0,0,True,5.27,73,,32.1,5.3
RPT10398,2025-10-20 01:53:51.452014,Lakeview Shaft,underground,Mill Floor,49.843768,-115.119969,Day,WKR6121,Supervisor,Environmental,3,True,0,0,True,25.57,69,,25.1,2.7
RPT10399,2025-05-28 13:09:51.452014,Lakeview Shaft,underground,Surface Pit,49.854009,-115.122259,Evening,WKR2136,Operator,Ergonomics,3,True,0,0,False,,49,,35.3,-16.8
RPT10400,2025-06-05 20:43:51.452014,North Ridge Mine,underground,Surface Pit,50.126588,-114.039338,Night,WKR2130,Operator,Equipment Interference,1,True,0,0,True,1.98,49,EQ132,26.8,35.5
RPT10401,2025-09-14 18:52:51.452014,Lakeview Shaft,underground,Shaft 1,49.834663,-115.117445,Evening,WKR2088,Logistics,Environmental,2,True,0,0,True,8.5,41,,33.6,-14.9
RPT10402,2025-11-23 00:39:51.452014,North Ridge Mine,underground,Surface Pit,50.109707,-114.019484,Night,WKR4943,Maintenance,Chemical,3,True,0,0,True,62.74,68,,35.1,-0.6
RPT10403,2025-10-07 12:02:51.452014,Lakeview Shaft,underground,Loading Bay,49.834115,-115.124722,Day,WKR8269,Logistics,Visibility,2,False,0,0,True,5.68,79,,25.1,9.0
RPT10404,2025-07-23 17:41:51.452014,Lakeview Shaft,underground,Crusher,49.844303,-115.124024,Evening,WKR5553,Operator,Visibility,2,True,0,0,True,5.78,72,,25.4,6.2
RPT10405,2025-11-15 21:19:51.452014,Lakeview Shaft,underground,Shaft 2,49.840935,-115.131215,Evening,WKR3120,Operator,Visibility,4,True,0,0,True,19.59,64,,30.3,7.0
RPT10406,2025-09-16 11:41:51.452014,Lakeview Shaft,underground,Mill Floor,49.841565,-115.1244,Day,WKR6829,Processing Technician,Chemical,4,False,0,1,True,132.99,97,,28.6,21.1
RPT10407,2025-09-28 17:02:51.452014,Surface Operations,surface,Shaft 1,50.058142,-114.314608,Evening,WKR9145,Operator,Ergonomics,5,True,0,0,True,203.98,100,,10.9,42.7
RPT10408,2025-06-08 22:52:51.452014,Mill Complex,processing,Shaft 2,50.20894,-114.188032,Evening,WKR8285,Operator,Equipment Interference,2,True,1,0,True,18.08,71,EQ533,11.6,28.1
RPT10409,2025-07-07 20:27:51.452014,North Ridge Mine,underground,Surface Pit,50.121983,-114.026113,Evening,WKR7386,Engineer,Ergonomics,1,False,0,0,True,14.14,54,,30.0,1.7
RPT10410,2025-08-19 17:47:51.452014,North Ridge Mine,underground,Surface Pit,50.099771,-114.016029,Day,WKR4760,Processing Technician,Ergonomics,2,True,0,0,False,,36,,29.5,2.4
RPT10411,2025-09-28 20:05:51.452014,Lakeview Shaft,underground,Crusher,49.852785,-115.127134,Night,WKR8698,Operator,Equipment Interference,1,True,0,0,True,4.02,44,EQ960,25.4,15.8
RPT10412,2025-08-23 02:07:51.452014,Mill Complex,processing,Crusher,50.203564,-114.194245,Day,WKR8510,Engineer,Slip/Trip,4,False,0,0,True,168.58,90,,15.7,46.6
RPT10413,2025-08-06 00:39:51.452014,Lakeview Shaft,underground,Mill Floor,49.8229,-115.115839,Day,WKR8751,Safety Officer,Ground Instability,3,False,0,0,True,13.51,73,,32.6,12.3
RPT10414,2025-06-22 14:02:51.452014,Surface Operations,surface,Conveyor,50.055555,-114.299883,Day,WKR8855,Operator,Ergonomics,3,True,0,0,False,,46,,24.0,45.9
RPT10415,2025-08-16 02:30:51.452014,North Ridge Mine,underground,Conveyor,50.101578,-114.017256,Evening,WKR3944,Engineer,Ground Instability,1,True,0,0,True,1.45,30,,30.7,16.1
RPT10416,2025-10-25 19:55:51.452014,North Ridge Mine,underground,Maintenance Bay,50.112557,-114.009295,Day,WKR6459,Maintenance,Other,1,True,0,0,True,3.07,25,,32.0,-12.0
RPT10417,2025-09-11 04:09:51.452014,Lakeview Shaft,underground,Mill Floor,49.841439,-115.111422,Day,WKR8384,Logistics,Slip/Trip,3,True,0,0,True,17.99,80,,27.9,-2.6
RPT10418,2025-10-05 06:27:51.452014,Surface Operations,surface,Conveyor,50.055981,-114.282665,Night,WKR1571,Logistics,Electrical,1,True,1,0,True,7.32,35,EQ756,20.8,68.0
RPT10419,2025-08-18 15:03:51.452014,Mill Complex,processing,Mill Floor,50.202812,-114.193582,Day,WKR3904,Safety Officer,Other,1,True,0,0,False,,32,,21.1,69.0
RPT10420,2025-08-12 05:30:51.452014,Lakeview Shaft,underground,Crusher,49.8644,-115.125103,Night,WKR5408,Operator,Slip/Trip,2,True,0,0,True,18.09,63,,31.8,4.7
RPT10421,2025-10-10 18:40:51.452014,Mill Complex,processing,Loading Bay,50.19477,-114.20624,Day,WKR4423,Operator,Electrical,1,True,0,0,False,,77,EQ133,25.1,56.9
RPT10422,2025-07-09 01:33:51.452014,Lakeview Shaft,underground,Surface Pit,49.84038,-115.128829,Day,WKR7380,Maintenance,Equipment Interference,5,True,0,0,False,,83,EQ458,32.9,-0.4
RPT10423,2025-07-24 19:48:51.452014,Lakeview Shaft,underground,Loading Bay,49.840108,-115.116854,Day,WKR2501,Geologist,Chemical,5,True,0,1,True,490.44,62,,23.7,-11.4
RPT10424,2025-06-03 07:50:51.452014,Mill Complex,processing,Surface Pit,50.203932,-114.179298,Day,WKR9003,Operator,Ground Instability,2,True,0,0,True,4.96,62,,26.0,42.8
RPT10425,2025-11-02 19:39:51.452014,Mill Complex,processing,Surface Pit,50.201628,-114.191935,Evening,WKR5345,Geologist,Fire/Explosion,2,True,0,0,True,10.74,52,EQ887,19.1,61.7
RPT10426,2025-08-25 03:39:51.452014,Surface Operations,surface,Surface Pit,50.045609,-114.299456,Day,WKR1340,Operator,Chemical,1,False,1,0,True,6.14,27,,17.3,31.7
